Perenniality,Woodiness,Genome_size,Pollination_wind,Pollination_insect,Pollination_self,Drought_tolerance,Salinity_tolerance,Disease_resistance,hybridization_success
0,1,1.0770811882458915,1,0,1,0.8680981598670628,0.16071334919098568,0.77132314321685,1
1,0,1.1072964570891546,0,0,0,0.8812506816818898,0.9782654635294741,0.8414397599562448,1
1,0,4.066963327426009,1,0,0,0.35018652433196107,0.15852023402740945,0.6176945861885909,1
0,0,1.514099075011496,0,0,0,0.08325765805063212,0.487467835463974,0.6444231696298166,1
1,0,2.5123605578296795,0,0,0,0.7245579091588182,0.3641210568415054,0.028337450383384644,1
0,1,5.744049090742522,1,1,0,0.311512299013986,0.639386421454098,0.8285302595815085,1
0,0,12.23619951411738,0,0,1,0.7829236142575724,0.12903640888942491,0.7882752081708296,0
1,1,9.008681007170212,1,1,0,0.4426548482604331,0.4303164280423909,0.25903514410334716,1
1,0,8.17734816338983,0,1,1,0.48526674234262157,0.27470503280714365,0.708676719965507,1
1,0,5.108843524913703,0,1,1,0.7779094067485368,0.887751524671688,0.2148546064249981,1
1,1,14.04455207205943,0,1,0,0.3823633310616279,0.040585712134695084,0.04033016105151299,0
1,1,6.558210577320684,0,0,0,0.44312734532291453,0.9137274940064593,0.20113654259037728,1
1,1,2.219298735140801,0,0,0,0.37619046876962214,0.8329941385530004,0.1786288767542995,1
0,1,9.638931225649218,0,1,0,0.36734051527727996,0.29757071644081545,0.33774799673484723,1
1,0,2.5937375086724197,0,1,1,0.5259465769014594,0.7892906546771047,0.4184494971754581,1
0,1,5.833123999223689,0,1,1,0.8087994445011507,0.03121356033874756,0.5085388914977079,0
1,0,8.103767142049325,1,0,0,0.36176831192256587,0.9668655502933936,0.47675387550832815,1
0,1,13.239115345592461,1,1,0,0.5242547205377367,0.5265949425897893,0.27067460596528936,1
0,0,7.909652124761662,1,0,1,0.6707273254426008,0.30328102606544527,0.029170668574074465,1
1,1,10.8316227244433,0,1,1,0.269439446303655,0.3625832125946771,0.6051016222371507,1
1,0,14.899435745986985,0,1,0,0.27752280490239256,0.06640535346049736,0.3957448298473544,1
1,0,2.840847678571743,1,0,0,0.9334131270234548,0.9893495140420392,0.2986721573875497,1
1,0,4.846241357273273,0,1,0,0.7235345733310886,0.03929194515069245,0.8669410428305123,1
0,1,6.52406505836705,0,0,1,0.5771866762233089,0.654907123147859,0.7467433077981598,1
0,0,6.905594499543639,1,0,0,0.647720054420612,0.4427359277064583,0.8577655483724422,1
0,0,6.754295053717641,1,1,0,0.029299443103418366,0.9489162181887151,0.494982794712461,1
1,0,13.706554035791768,0,1,0,0.6181029655616969,0.24599974030679517,0.13093125212677748,1
1,0,10.99645702253599,0,1,0,0.5095088732242019,0.5320868239380113,0.6962214361212724,1
1,1,9.510672997269852,1,1,0,0.5457496797794357,0.48235620858275297,0.20607377993717524,1
0,0,5.331218050078949,0,0,1,0.3594238268308171,0.7028664440501013,0.4412296690917168,1
1,1,12.533065379098126,1,1,0,0.08147389771294189,0.06801023195242051,0.0650007889488885,0
1,0,14.370847160789845,1,1,0,0.19333923361205219,0.19378913002335485,0.8253084024229824,1
1,0,12.496775955703171,1,0,0,0.9507447132126717,0.21456482009284983,0.12594064104750058,0
1,1,1.0219114726806207,0,1,0,0.40869956227093396,0.7381507548416897,0.9030975070493097,1
1,0,9.909619182567699,0,0,0,0.46668315583086417,0.18913869632674007,0.8642306022615571,1
0,0,1.7158953401894101,1,1,0,0.05270978985343899,0.5734917638909767,0.46458276443924607,1
0,0,4.6065010846721055,1,0,0,0.03756622954398059,0.2152438205009537,0.7443682043039906,1
1,1,1.8333458048688036,1,0,0,0.7171814470467577,0.8616249500839784,0.6194450738181533,0
0,0,9.453136341291428,0,0,0,0.5380946641211113,0.9421854544896385,0.8030756423377449,1
0,1,10.612258788896495,0,1,0,0.5087059842162667,0.5184929749422404,0.43180510078591205,1
0,1,2.602826932922672,1,0,1,0.24312453042266868,0.3523088842091783,0.78580848424435,0
0,0,6.373744362629713,1,0,1,0.7447507316299222,0.23405777501749914,0.46245681706514796,0
1,0,7.387311125377588,1,1,0,0.16823657910849188,0.049781001523043766,0.9409657878427938,0
1,0,6.166742304652832,1,1,0,0.18993474366102003,0.2685000761974954,0.4863721008251476,1
1,0,2.6943500067927024,0,0,1,0.46071217134827547,0.6542357799453179,0.46261927193372954,1
0,0,6.865269062624655,1,0,0,0.2862798621119409,0.5336169313092108,0.7850718615635127,1
1,0,11.516492669317854,1,0,1,0.24746298123314636,0.9440412782809274,0.821577691760838,1
1,0,1.9941073034655765,0,0,1,0.6452376445533317,0.3962772624917006,0.5544891143211708,1
0,1,2.122520197146648,1,1,0,0.6509717452185445,0.6938633423283945,0.1797978134950754,1
1,1,5.966798085703779,0,1,0,0.8245170697999292,0.4893227474751214,0.4677582309575795,0
0,1,14.18415996266495,0,1,1,0.41770856697297587,0.5125762159242117,0.9680725029096784,1
1,0,10.360017054120796,1,0,0,0.07308509102615024,0.2677743146041175,0.7529861930391851,1
1,0,10.501379393415908,0,1,0,0.2736663849214577,0.4549507768419997,0.8111626038791322,1
0,0,6.06687987173011,0,1,0,0.9800054631968169,0.47078499701270726,0.03282549881924013,1
0,1,9.311251076919538,0,1,0,0.5962585752327021,0.7066425217489339,0.4678594626341599,1
1,0,1.1418365763884073,0,1,0,0.7097370848010203,0.9406399991861139,0.6466211336575554,1
1,1,9.90534464973359,0,1,1,0.007357829625414536,0.3293212774825043,0.8300326836280747,1
1,0,13.786017266067315,0,1,1,0.5182057321825209,0.042200468581298445,0.04927365358277147,1
1,0,9.576028556827469,1,0,0,0.03752865753180312,0.4962951255006397,0.8524388856418731,1
0,1,13.23178030852883,0,1,0,0.569230212091448,0.5444613321491686,0.5484009367419117,1
0,0,11.135622776525313,0,1,0,0.9207708496360754,0.16844055113191525,0.19731397057605993,0
1,1,2.6878178296516637,0,1,0,0.9684191305004078,0.7604646062760667,0.3172552164497,1
0,1,13.634346302001784,1,0,0,0.5405526753889242,0.9849291084414916,0.28192955175156076,1
1,0,1.9302138209808484,0,1,1,0.45820480525221596,0.9457747170084609,0.5308590342884758,1
1,0,8.475544615668692,1,1,1,0.945017094248494,0.19710603882365219,0.05168567991113182,1
1,0,2.9899197331084073,1,0,0,0.6736098319966951,0.8753632399007607,0.15853615849992353,0
0,1,1.163892550232657,1,0,0,0.06489927953840946,0.7044936364116847,0.8126930433757824,0
1,0,6.908479641786946,0,1,0,0.46572557766749756,0.4538465638069116,0.13260399074681106,0
1,0,5.130569907158187,1,1,0,0.2402450184643039,0.540610994324729,0.23339626945812697,1
1,0,7.804006913166442,0,1,0,0.46980432144868156,0.8496001749824581,0.4533706056041573,1
1,1,9.080798414283711,1,0,0,0.45546557200636173,0.48013493963837317,0.5171208881133305,1
0,0,1.612347012325263,1,1,1,0.582144802814742,0.37320736910512686,0.7636104796141586,1
1,1,2.722046131732439,0,0,0,0.35677049034925123,0.4932474930259858,0.4473324266661878,0
1,1,8.820993550305955,0,0,0,0.16427044945592806,0.5791298040350491,0.7898646210355388,1
0,0,5.804342944417215,0,0,1,0.5037194345899563,0.18907765377834884,0.6183463070454575,1
0,0,11.208428825692272,1,0,0,0.8302028843457621,0.9009077302669907,0.11309973942382245,1
0,1,10.132083080287156,0,0,0,0.6640122280676023,0.6741869488296138,0.15633143839283858,0
0,0,12.838461081858696,0,0,0,0.33836786592521584,0.6332689173374889,0.4370337254497708,0
0,1,10.694899573369154,0,0,0,0.9355230227588572,0.09949622618063814,0.3968893930890396,1
1,0,7.019035083462073,1,0,1,0.9122075712491822,0.6041739381725918,0.7435442696372946,1
0,0,10.421532713522053,1,1,0,0.20934839938409877,0.12096066223849233,0.5807371397973519,0
0,1,4.85533643957586,1,0,1,0.039417585120362975,0.07869767519539905,0.3881330810022493,1
1,0,5.288388982894977,1,0,0,0.7413087083507622,0.5273108956423933,0.17076028345038563,1
0,0,12.045792238891107,0,1,0,0.8276102613491533,0.402785534046495,0.22683710232549514,1
1,0,7.249873229622151,0,0,1,0.9678645659513553,0.5888102701562232,0.575501018469059,1
0,0,12.177324767256934,1,1,0,0.8898363940883107,0.0892221680572386,0.42343880489979246,0
0,0,12.513913231355899,0,0,0,0.6005347682064148,0.4309830628472584,0.5149275088606721,0
1,0,13.005872727257973,0,0,0,0.5300523392123808,0.17478671504515797,0.17067743530223367,1
1,1,13.832893301776902,0,1,0,0.02784105126258629,0.9871000859241166,0.6629062523445658,1
1,0,7.033793087186147,0,1,0,0.24665644684477783,0.5611502124351744,0.852538740855967,0
1,0,5.464135456495944,0,1,0,0.45961475173292643,0.6874368609408673,0.2579395067869006,1
1,0,9.150782452317594,1,1,0,0.6285039000835678,0.3254182806826078,0.4915142258318266,1
0,1,6.196413928126786,0,1,0,0.5572518333184107,0.09473891477934415,0.9755273290209018,1
0,0,9.415038335203262,0,0,1,0.7426359896816905,0.9758708627835366,0.33324174055072764,0
1,1,10.878202077013544,0,0,0,0.27976693088704085,0.2862590353831832,0.5950463449237612,0
1,0,10.637670258889916,1,0,1,0.5649526076524732,0.4238081851735742,0.09019570020024437,1
1,0,6.243740418281699,0,0,0,0.08814224339079213,0.649863921702575,0.6060150024794432,0
1,0,3.3360428237825395,1,1,0,0.41366552358320696,0.024697297686111286,0.08963177330461791,1
0,0,7.0274107384709055,1,1,1,0.750160832954601,0.8102591305172869,0.959235435323822,0
1,0,2.9963180171467223,0,0,0,0.693400853429044,0.5365781900286203,0.7156626520723114,1
0,0,13.461358492573316,1,1,1,0.990642737172179,0.27821718706882215,0.7881597881357064,1
1,1,5.842284450330004,1,1,0,0.277891125987756,0.06160798529246925,0.7041043607716369,1
1,0,3.162436461126533,1,0,0,0.49818929917397914,0.16249841547444144,0.5897290360764658,0
1,0,1.3562686386805123,1,0,0,0.3295304137739967,0.8950338588534369,0.44991278108550536,1
1,0,10.041513408010779,0,0,0,0.44060311405917474,0.686024223935891,0.8583733797610624,1
1,1,9.916632444366405,0,0,1,0.8569501298693881,0.24990172163688984,0.956835667543063,1
0,0,5.768458332138083,0,0,0,0.6842090751884866,0.06560076494502953,0.4990361729040813,1
1,0,2.003966443867114,0,1,1,0.8824411913475817,0.6906153123866363,0.931535049155262,1
1,0,6.734804528533248,1,0,1,0.20351110833188646,0.5724077259677651,0.5833329099885175,1
1,1,5.35704493088751,0,0,0,0.873361117841438,0.404519524458235,0.5383841868964332,1
0,0,10.479688956290131,1,1,0,0.05976227417838442,0.36361144919006383,0.4544827329553567,0
1,0,9.480909492337664,1,1,1,0.8885992804371524,0.2168142759291083,0.20928776153011985,1
0,1,6.10431219476556,1,1,1,0.3290737794607279,0.6696112565375176,0.0037196608180591895,1
0,1,4.050495759569861,1,0,0,0.3145876334140665,0.9706680277938705,0.24150622685606127,1
1,0,14.832503526178286,0,0,0,0.5120885766986639,0.17571524583682585,0.5097231716035652,1
0,1,7.356022696745608,0,1,0,0.9406901877232318,0.5971166200155034,0.37995995225975254,0
0,0,10.635839300923319,0,0,0,0.04778136468140537,0.4241850557459762,0.4484852280026338,0
1,0,2.967741546097051,0,0,0,0.3522309750707453,0.4466887217446649,0.9806482195640496,1
1,0,7.798255795231569,0,1,1,0.8565719886833357,0.2541472801278144,0.3502723706693276,1
1,0,1.3855140781725168,0,1,0,0.39605447743546673,0.8251348756614191,0.4521829393601079,1
1,0,8.0763716507463,1,0,0,0.199156897597067,0.4852556041472411,0.13351555135281956,1
1,1,14.496243699647833,0,0,0,0.4247941813314118,0.5434058521982641,0.04795773243698764,1
0,0,6.378893981801204,0,0,0,0.3855525014916693,0.30476091279732576,0.7754095145924946,1
0,0,1.5459441760487622,1,0,0,0.9154162014667034,0.18180846566694975,0.5706831750719786,0
1,0,1.4333810728708094,0,0,0,0.7619343757430971,0.08591038820282049,0.760704806043895,1
1,1,6.431814639256173,0,0,0,0.5051155557440064,0.7141191409249159,0.14986279888655163,0
1,0,3.2403491104847166,1,0,0,0.9883705667215711,0.19623428168785562,0.5718287711826909,1
1,0,1.3269293485946028,1,1,0,0.4652775312759233,0.6900753541887977,0.25364247434137555,1
0,0,11.586990595302476,1,1,1,0.05823783082027523,0.3903764460469539,0.22806181690001992,1
1,0,7.419322124346469,0,1,0,0.2622743218149849,0.41577480098965147,0.011526014052985256,0
0,1,5.049426807617163,1,0,0,0.4360704802193126,0.4691774960927717,0.1303407235690719,0
1,1,13.60116456223073,1,0,0,0.1569026241461201,0.3677085081275432,0.30926811149969535,0
1,0,2.6259454428073585,0,0,1,0.947565126324043,0.10061997722259008,0.11687876059093905,1
1,1,14.38286360537447,1,0,0,0.7668488978177731,0.3096318100028458,0.9858584404109375,1
0,0,5.3955340432829395,1,0,0,0.26828720042777265,0.6637343606939384,0.30863264852395067,1
0,1,13.437651412321538,0,1,1,0.5908045335179158,0.665784401468871,0.13032394670232816,0
0,0,9.44120027071246,0,1,0,0.721449157109572,0.28622430723999437,0.19908231282795774,1
1,0,12.573903036380825,1,1,0,0.941278928906798,0.46010262655768797,0.5877032283414765,1
1,0,14.776184284946499,1,0,0,0.8816353491754106,0.19344722801193748,0.06404352386478851,1
0,0,5.03767612946244,0,1,0,0.5151922261382137,0.21037208152983577,0.8624341301411569,0
0,0,14.455896795706302,1,0,0,0.7746526197930176,0.023047088406607408,0.9614996792371473,0
1,0,6.4527465286338845,0,0,1,0.562144753827585,0.8967465499077446,0.24674742066738087,0
0,0,6.397166666316912,0,0,0,0.5527038900455401,0.2107066650749062,0.45009526859085935,1
1,1,5.76541945956308,0,1,1,0.1147419583381919,0.22753387693646332,0.02213445102949707,1
1,0,8.579706502866193,1,1,0,0.12613765801615207,0.2796014326451318,0.6407102247272215,1
0,0,3.158030604498819,1,0,1,0.5295336150224574,0.127408071695429,0.41392605805258886,1
0,1,8.751960795012156,0,1,0,0.2688615449790066,0.6392628831813628,0.2700584661015557,1
1,0,8.583867373740055,0,1,0,0.02103690246046863,0.07514295317758657,0.20683711061660848,0
0,0,11.666625376468179,0,0,0,0.7228392039002123,0.13420242632635027,0.6540230776587604,0
0,0,12.671099467126197,1,0,1,0.03248659669016496,0.6447567265900929,0.41621703103231444,1
1,1,7.166178904373936,1,0,0,0.5952768411040545,0.33966062048144274,0.17965928902991202,1
1,0,5.232665490920913,1,1,0,0.5391937941273144,0.707947826701189,0.689109081486824,1
1,0,4.630688562439323,1,0,0,0.9688146905778044,0.557424744670142,0.5650722830366937,1
1,1,3.724733713868207,1,1,0,0.48421313934764165,0.25602117306151306,0.8586720549294962,1
0,1,1.8070661507863484,0,0,0,0.06360143637779736,0.6508279504893281,0.1174758988764929,1
0,0,5.794271703685987,0,1,0,0.5516879678064617,0.11627368029288065,0.7856666019444561,0
1,0,4.783467689830966,0,0,0,0.8410961706161014,0.5364103830800304,0.673516786817259,1
1,0,14.529843402129703,1,1,0,0.9968492842814399,0.43714810504503465,0.11501093682809782,1
1,1,8.807923567500616,1,1,0,0.4303431736890725,0.2678735828174408,0.6948207298717207,1
1,0,5.861878546427105,0,1,0,0.3202987424967425,0.6040049977395001,0.4415472888798304,1
0,0,9.126546413911743,1,1,1,0.9066532969519989,0.8713335923402825,0.9449847855558431,1
1,1,2.9487538188397373,0,0,0,0.19124212907612137,0.9989046997630767,0.1416113506178993,0
0,0,7.21661248883084,0,1,0,0.6154289150329266,0.6077627687434245,0.642833390815738,1
1,0,9.767280499894893,1,0,0,0.4057144241809477,0.40470587432917016,0.38198004546294595,0
0,0,7.844569645094319,1,0,1,0.041082364955555284,0.2252071002162016,0.9568146705908778,1
0,0,6.624903209160539,1,1,1,0.34728847430569776,0.25709608939511175,0.32997489529027646,0
0,0,14.913877444595775,0,0,1,0.2652285225026746,0.4794549781497657,0.9621859094918002,1
1,0,13.324406670084977,0,1,0,0.6860911539434869,0.36727770128070925,0.9014858511007491,1
1,0,9.727683414232162,1,1,0,0.9487904976919181,0.9138145226249442,0.27038323531065633,1
1,0,8.97128305655196,0,0,0,0.26804718737863775,0.36829546765570953,0.8035417768264277,1
1,1,9.689246717544176,0,1,0,0.8114659391516817,0.3734445911454355,0.995604201803506,1
0,0,3.8183695095140653,1,0,0,0.05535981693840952,0.38353451243397696,0.25266300217128235,1
0,1,6.5319284057004605,0,0,1,0.5381210100398132,0.8366202103676581,0.43677716932331967,1
1,0,1.5524334604725905,1,0,1,0.07055006370989458,0.6507883208469019,0.5201807365667597,1
0,1,7.657644524815574,1,1,1,0.9340329911306393,0.6141688503188927,0.2949311358038643,1
1,1,8.602344175407286,0,1,0,0.7663512805573902,0.3341430223838622,0.01526483964602976,1
0,0,4.188496305444934,0,1,0,0.6579499112045923,0.8179041768324394,0.22012924419752666,1
1,1,14.496403860317193,1,1,0,0.8238963816246643,0.038363861355701134,0.28193688434175845,1
0,1,13.732364553121387,1,0,0,0.6475197955701631,0.8707971723381132,0.44359970131818716,1
1,0,11.110005296382681,1,0,1,0.9689443971742911,0.5127498997939296,0.17110247841340187,0
1,0,8.467412802715076,1,1,0,0.7139579478647715,0.3982502348634128,0.8732543566916726,1
1,0,13.17956823506759,1,0,0,0.9246586095822468,0.4971672807176857,0.7049111327313361,1
0,1,2.8291328135284806,1,0,0,0.517131892010638,0.6674155305338311,0.08520047755966198,0
1,1,12.06713711984839,0,0,0,0.11706441298186265,0.01276542651789736,0.6500924511399314,1
1,1,2.747491395535876,0,1,1,0.5281777214230171,0.8715518564582477,0.6536564764056204,1
1,0,12.118949275691676,0,1,0,0.1268728280630933,0.4467395253113928,0.9562211736436277,1
1,1,4.860745955518997,0,0,1,0.592493479176405,0.3429665197000782,0.0030208713561612477,0
1,0,13.279268134254645,0,0,0,0.48249306052766294,0.1382455656340571,0.2479324498058072,1
1,0,14.21658931355557,0,1,0,0.6225753978327817,0.43946537435844213,0.9277914793753155,1
1,0,3.083143571671619,1,1,1,0.010046981054831594,0.49632277128437885,0.932133915398283,1
1,0,7.47745847091551,0,0,0,0.1948404916553641,0.4036466944934778,0.7205864193706374,1
1,0,14.733823294277592,0,1,1,0.4913304319121309,0.6786600938268971,0.76576332104754,0
0,0,7.767704103624053,0,0,0,0.9505035615891348,0.420896528759226,0.09148295792964711,0
0,0,13.089665315203632,0,0,0,0.3836090403551584,0.9614175778465733,0.5138758347782336,0
1,0,9.242241309838478,0,1,0,0.42437202605363467,0.5992775178235918,0.2315829912889994,0
1,0,6.254618710874426,0,1,1,0.7146960890066222,0.807477935651909,0.18121804361361726,1
1,0,5.000969777362183,0,0,0,0.603792757286118,0.10935590310947885,0.8103032991233325,0
1,0,3.845123275205222,1,1,1,0.29892615009833323,0.3972912929459057,0.13503813668054743,1
0,0,11.66517467928776,1,1,0,0.4108163955674278,0.3368477014471527,0.46865163699638523,0
0,0,6.41156709552239,1,1,0,0.21769979885723245,0.5694823881365918,0.938578239586033,0
1,0,8.157856470810517,1,1,0,0.9660214591302085,0.8611135200614256,0.18583205556534255,0
0,0,7.892556720016547,0,1,0,0.13063438155735974,0.07833821776200667,0.9779934237382346,1
1,0,9.081906409263837,1,0,0,0.37183678456641944,0.07257479804471079,0.994287985761059,1
0,0,13.11808003874373,1,0,1,0.02583897222001119,0.8503177081575989,0.5556171546824029,1
1,0,14.730350810168012,0,0,0,0.2217794919335464,0.21285008603835742,0.17014274017715791,0
1,1,6.706178920033437,1,0,0,0.7804711383801549,0.6687532544498137,0.31610488794089564,0
1,0,12.585264909488243,0,1,0,0.20117523228887946,0.5428781323608052,0.42449283267653515,1
1,0,11.703389125166048,1,1,0,0.0800634025289656,0.8328935948872295,0.30932422435822293,1
0,0,9.029405320378025,1,0,0,0.4744531798445233,0.12508890983640353,0.2806355798765158,1
1,0,14.384660010567064,0,0,0,0.009969234734518495,0.12978296572261128,0.9722297092163575,1
1,0,3.806643217397639,1,0,0,0.08476615442633317,0.5568183602783076,0.15336482741574564,1
0,0,2.5296989443347,1,0,0,0.8076258695629751,0.9463786533583709,0.7333279087168623,1
1,0,12.95546753737591,1,1,0,0.7714733448596064,0.41499775837075425,0.00041028943917487126,1
1,0,7.1480974328724765,0,0,0,0.915138820404896,0.32694210025469495,0.5961826694023769,0
1,0,12.857563958898847,1,1,0,0.8545154359107495,0.6066893231978858,0.9159430039540524,1
1,1,13.503262872735808,0,1,0,0.6831755632398181,0.9304486005450311,0.287934094093219,0
1,1,1.8744063106670001,0,0,0,0.05233285730066284,0.8369278328446237,0.1855259752577192,1
1,1,13.368506681804849,0,0,1,0.7828486179866575,0.9954836107332199,0.651679794878427,0
1,1,7.276466775171911,1,0,1,0.8455108108405605,0.02256858320237709,0.7126014072983932,1
1,0,8.14605484605925,1,1,1,0.7990821457719545,0.11285814471276223,0.6880305189519813,1
0,0,9.772295155304944,1,1,0,0.5084790353080261,0.609467763366622,0.31931688002137404,1
0,0,13.969356494221215,1,0,1,0.23290183864948166,0.8205764393338497,0.2522024021593309,0
0,0,1.2676253220166964,0,1,1,0.8453299756887267,0.28524434230676654,0.9559187999620442,1
1,1,7.675808556449439,0,1,1,0.7271628097401385,0.23921108803421876,0.9232995082699295,1
1,0,10.62810859402785,0,0,0,0.9807611743888516,0.7869757993812009,0.4573166098928203,1
0,1,11.117897407775198,0,0,0,0.15569259775593292,0.05638185385323158,0.8461938661543734,1
1,0,10.695454041519511,0,1,1,0.22566458305205506,0.3693826475825851,0.45232347763429603,1
0,1,2.882091811713706,0,1,0,0.2117981498815027,0.5058092225923297,0.4243890180725104,1
1,0,5.191538237203537,0,1,0,0.7925397676213367,0.5603486743503234,0.15676294759929466,1
1,0,6.022017355838188,0,1,0,0.18690729645011817,0.7286151567927769,0.42640605649197283,1
1,0,12.26212090751307,0,1,0,0.0666598298233061,0.35484572343065823,0.537416938599807,1
1,0,4.902638213803742,0,0,0,0.9985608065856286,0.6126843446746072,0.022504327428686466,1
1,0,3.9498694941408443,1,1,0,0.024817211445149145,0.5853754227909563,0.4441130051754064,1
0,0,14.404272266533347,1,1,0,0.8352440601588657,0.5476161006537471,0.7813562183952003,0
0,1,1.1240859915885646,1,1,0,0.3653668415506528,0.6404832931422122,0.6800460563742698,1
1,0,14.969491979547694,0,0,0,0.8416154597578153,0.2594491710680763,0.635156988863935,0
1,0,10.475498184003538,0,0,0,0.554620491211145,0.08464875358462898,0.9095554284372025,1
1,0,12.598570192287639,1,0,0,0.9016312294863601,0.11927167203974343,0.01803200982523001,1
1,1,5.124671548846704,0,0,0,0.9261929864146267,0.22458238265390107,0.5570475861922342,1
1,0,1.2004138873388397,0,0,1,0.009098181280775997,0.5001979355227852,0.7873488484097071,1
1,0,11.330173259861422,0,1,0,0.07541217599278827,0.8404427505460201,0.5413353827012672,1
1,0,12.678024358009461,0,1,0,0.2503587295708555,0.7012933420883841,0.32389555258037916,0
1,0,11.366665847349267,0,0,0,0.6693154163635017,0.7890406042020471,0.13625056509197786,1
0,0,2.9999040222117404,0,1,1,0.888272196511506,0.3509756239260914,0.8875630718161913,1
1,0,11.547990911597568,1,0,0,0.45994195129396276,0.40465374164855017,0.470762392387603,1
0,0,11.764918949506974,0,0,0,0.6069731162742654,0.3936818859906128,0.8781151969857014,1
1,1,10.21956721938077,0,0,0,0.18849985279556114,0.19187318440450152,0.5858521224331683,0
1,0,11.725623059138208,1,1,0,0.8049668338816853,0.06121665814357202,0.6741921166150008,0
0,0,12.84290015548825,0,0,1,0.9673281113534697,0.5909160928272268,0.80426115437845,0
1,0,9.590457599324418,0,0,1,0.26859893291459747,0.9892166834205861,0.6591555446001344,0
1,1,2.240465995575507,1,0,0,0.4948259516005463,0.16682970495026284,0.3980548406789377,1
0,0,7.826789335340952,0,1,0,0.0861161105063738,0.046684819899273755,0.513633383928651,0
0,1,2.0870906854024707,0,0,0,0.5591366564629684,0.779531681823933,0.8030455246758799,1
1,0,6.705602434454032,0,1,0,0.5027834418466806,0.2525860066847242,0.3736502963729842,1
1,0,6.699490847758787,0,1,0,0.1444364841550776,0.8296438053529284,0.3881214567684971,1
1,0,1.9241378179633821,0,1,0,0.44206621311807504,0.7039366670345154,0.09569011605800115,1
1,1,5.883487475572711,1,1,0,0.33410465208656326,0.9456735370508046,0.9145844352217477,1
1,0,2.5539733830784077,0,0,0,0.5218308753051893,0.408927235756672,0.09103631494544173,1
1,1,12.31529294012911,0,0,1,0.5856543354287992,0.6619698394506341,0.6482091774485559,1
1,1,14.26763236350259,0,1,0,0.008495578607209509,0.4648547808132707,0.4131944788027977,0
1,0,2.0124306536111405,0,0,1,0.7610059829495553,0.6305886973085435,0.40561939025544236,1
1,0,14.37161290208382,1,1,1,0.7130142918617408,0.44959890600773733,0.6795518365726839,0
0,0,8.316072390714432,0,1,0,0.3662863862065222,0.18863224642407483,0.06709373262987872,0
0,0,5.193919491354235,0,1,1,0.05293593556881826,0.5078974160033809,0.5937057829514346,1
1,1,2.076069053866289,0,1,0,0.7549325397850504,0.5285842014374423,0.7720317859723548,1
1,1,8.00873975298585,0,1,0,0.9551751604781324,0.8106038482601611,0.8282127578865942,0
1,0,12.12321762287048,0,1,0,0.2401515960220142,0.7355207057935812,0.1705303893937753,1
0,0,10.899210681733773,1,0,1,0.3235246137370379,0.6637916239414441,0.8974190500781737,0
0,1,1.7031641604956327,0,1,0,0.18381288948181496,0.11338709555257254,0.6561460918474422,1
0,0,2.020625695150649,0,0,0,0.5769361233448397,0.720616290663715,0.8818548008206828,1
0,1,6.64022595685692,0,0,1,0.15484139464745494,0.5003051563545148,0.48528071711019827,1
1,0,5.134066916671205,1,1,0,0.35619394346137945,0.8940995361061592,0.542033345097202,1
0,0,4.25338052278467,0,0,0,0.697013013934263,0.9198709341305428,0.9190382770286711,1
1,0,4.93406298472199,1,0,1,0.5601159830093484,0.05515659060178546,0.8999095433546718,1
1,0,12.248758406156385,1,0,1,0.38646256432793524,0.8206415603544788,0.448160873369002,0
0,0,14.009192750845955,1,1,1,0.4202496018075419,0.03769739042267062,0.27441263163568175,1
1,0,6.67143772338593,0,1,1,0.5621108826232295,0.36716962569502265,0.39317043456426415,1
1,0,13.68555402985496,0,1,0,0.005864727887161303,0.5422999756210791,0.38776432852974974,0
0,1,5.500939817470347,1,0,1,0.07850986845360985,0.14810079862712744,0.28686687498279395,1
1,1,7.670117808813083,1,1,0,0.8812580677630116,0.7463138125690768,0.26857960433296657,0
1,0,4.164405969423996,1,1,0,0.07787898909129076,0.008354704172138572,0.8610629364797194,1
1,0,9.966664590461816,0,0,0,0.7068035962105051,0.16859904843403684,0.06986192068466168,1
0,0,14.705735612447324,0,0,0,0.9200381641090526,0.5807968298534757,0.6776111820995941,1
1,0,9.4489033446073,0,0,1,0.2706836043017311,0.7143875620372924,0.1728200514564523,1
1,0,6.009397177589684,1,1,1,0.37049143705951426,0.9166431026939161,0.34450589339406323,1
0,0,10.069444243867398,0,1,0,0.5689214058447163,0.7054966519346239,0.06154303413483686,0
1,0,2.720889498515426,0,1,0,0.8817089696385847,0.671779270254866,0.26997363685546205,1
1,0,13.441227123715581,1,0,0,0.9419055872604202,0.3943411463506643,0.7684210711172421,1
1,0,8.043175310917709,0,1,1,0.7395632481112681,0.0012844255268014138,0.8850153245472586,1
0,0,7.290896388554989,1,1,1,0.08661976085469403,0.12015925873562194,0.22152715190236705,0
1,1,9.202107038349268,0,1,0,0.6691541555348508,0.5345545447560391,0.46354783925892185,1
0,0,9.746974079051634,0,1,0,0.41030372187266206,0.6751298858444197,0.4703240479372064,1
0,0,2.0048612871711824,0,0,0,0.4707009994910616,0.4174482838964625,0.8735753057597342,0
0,0,10.556641097127633,1,0,0,0.04914839034517704,0.7306790115283902,0.7627990528758054,1
0,0,4.387043524417415,0,1,1,0.19106213934635818,0.5218622953321788,0.5130772183680499,1
0,1,10.995336855092257,0,1,0,0.7905136075336477,0.07417619559431221,0.6707472004717734,1
